[INFO ] [2020-12-03 21:28:57,620] Register - Step 01: Open Home Page
[INFO ] [2020-12-03 21:38:11,021] Register - Step 01: Open Home Page
[INFO ] [2020-12-03 21:38:12,630] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-03 21:38:15,417] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-03 21:38:17,083] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-03 21:38:17,720] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-03 21:38:19,847] Register - Step 06: input email textbox with valuequyduong501@gmail.com
[INFO ] [2020-12-03 21:38:20,013] Register - Step 07: input company name textbox 
[INFO ] [2020-12-03 21:38:20,247] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-03 21:38:20,670] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-03 21:38:20,974] Register - Step 10: verify success display
[INFO ] [2020-12-03 21:38:23,295]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 21:38:23,297] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-03 21:38:25,528] Login - Step 01:Click to login page
[INFO ] [2020-12-03 21:38:27,096] Login - Step 02: Input email with valuequyduong501@gmail.com
[INFO ] [2020-12-03 21:38:27,254] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-03 21:38:27,404] Login - Step 04: Click to login button 
[INFO ] [2020-12-03 21:38:29,281] Login - Step 05: verify accout login link 
[INFO ] [2020-12-03 21:38:29,502]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 21:38:29,503] Login - Step 06: Verify logout link
[INFO ] [2020-12-03 21:38:29,662]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 21:38:29,662] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-03 21:38:40,892]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-03 21:38:40,894] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-03 21:38:50,953]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-03 21:50:42,467] Register - Step 01: Open Home Page
[INFO ] [2020-12-03 21:50:45,462] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-03 21:50:45,787] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-03 21:50:46,032] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-03 21:50:46,190] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-03 21:50:47,216] Register - Step 06: input email textbox with valuequyduong148@gmail.com
[INFO ] [2020-12-03 21:50:47,351] Register - Step 07: input company name textbox 
[INFO ] [2020-12-03 21:50:47,474] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-03 21:50:47,757] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-03 21:50:50,519] Register - Step 10: verify success display
[INFO ] [2020-12-03 21:50:50,754]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 21:50:50,755] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-03 21:50:52,806] Login - Step 01:Click to login page
[INFO ] [2020-12-03 21:50:54,590] Login - Step 02: Input email with valuequyduong148@gmail.com
[INFO ] [2020-12-03 21:50:54,809] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-03 21:50:54,971] Login - Step 04: Click to login button 
[INFO ] [2020-12-03 21:50:57,045] Login - Step 05: verify accout login link 
[INFO ] [2020-12-03 21:50:57,319]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 21:50:57,319] Login - Step 06: Verify logout link
[INFO ] [2020-12-03 21:50:57,456]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 21:50:57,456] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-03 21:51:07,534]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-03 21:51:07,535] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-03 21:51:17,605]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-03 22:16:55,517] Register - Step 01: Open Home Page
[INFO ] [2020-12-03 22:16:56,923] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-03 22:17:00,427] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-03 22:17:01,359] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-03 22:17:01,658] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-03 22:17:03,030] Register - Step 06: input email textbox with valuequyduong338@gmail.com
[INFO ] [2020-12-03 22:17:03,166] Register - Step 07: input company name textbox 
[INFO ] [2020-12-03 22:17:03,498] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-03 22:17:03,974] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-03 22:17:06,632] Register - Step 10: verify success display
[INFO ] [2020-12-03 22:17:06,882]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 22:17:06,883] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-03 22:17:10,021] Login - Step 01:Click to login page
[INFO ] [2020-12-03 22:17:11,436] Login - Step 02: Input email with valuequyduong338@gmail.com
[INFO ] [2020-12-03 22:17:11,609] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-03 22:17:11,780] Login - Step 04: Click to login button 
[INFO ] [2020-12-03 22:17:13,971] Login - Step 05: verify accout login link 
[INFO ] [2020-12-03 22:17:14,183]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 22:17:14,184] Login - Step 06: Verify logout link
[INFO ] [2020-12-03 22:17:14,371]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 22:17:14,371] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-03 22:17:24,566]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-03 22:17:24,568] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-03 22:17:34,619]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-03 22:26:14,409] Register - Step 01: Open Home Page
[INFO ] [2020-12-03 22:26:20,558] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-03 22:26:20,949] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-03 22:26:21,202] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-03 22:26:21,322] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-03 22:26:22,530] Register - Step 06: input email textbox with valuequyduong252@gmail.com
[INFO ] [2020-12-03 22:26:22,656] Register - Step 07: input company name textbox 
[INFO ] [2020-12-03 22:26:22,767] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-03 22:26:23,107] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-03 22:26:25,768] Register - Step 10: verify success display
[INFO ] [2020-12-03 22:26:26,543]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 22:26:26,543] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-03 22:26:28,546] Login - Step 01:Click to login page
[INFO ] [2020-12-03 22:26:29,766] Login - Step 02: Input email with valuequyduong252@gmail.com
[INFO ] [2020-12-03 22:26:29,887] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-03 22:26:30,017] Login - Step 04: Click to login button 
[INFO ] [2020-12-03 22:26:32,220] Login - Step 05: verify accout login link 
[INFO ] [2020-12-03 22:26:32,397]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 22:26:32,397] Login - Step 06: Verify logout link
[INFO ] [2020-12-03 22:26:32,498]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-03 22:26:32,498] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-03 22:26:42,569]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-03 22:26:42,571] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-03 22:26:52,629]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-04 22:16:37,461] Register - Step 01: Open Home Page
[INFO ] [2020-12-04 22:16:40,130] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-04 22:16:40,497] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-04 22:16:40,642] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-04 22:16:40,758] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-04 22:16:42,202] Register - Step 06: input email textbox with valuequyduong271@gmail.com
[INFO ] [2020-12-04 22:16:42,372] Register - Step 07: input company name textbox 
[INFO ] [2020-12-04 22:16:42,469] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-04 22:16:42,673] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-04 22:16:44,662] Register - Step 10: verify success display
[INFO ] [2020-12-04 22:16:44,850]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-04 22:16:44,851] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-04 22:16:47,001] Login - Step 01:Click to login page
[INFO ] [2020-12-04 22:16:48,662] Login - Step 02: Input email with valuequyduong271@gmail.com
[INFO ] [2020-12-04 22:16:48,895] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-04 22:16:49,153] Login - Step 04: Click to login button 
[INFO ] [2020-12-04 22:16:50,696] Login - Step 05: verify accout login link 
[INFO ] [2020-12-04 22:16:50,843]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-04 22:16:50,844] Login - Step 06: Verify logout link
[INFO ] [2020-12-04 22:16:50,945]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-04 22:16:50,945] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-04 22:17:00,990]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-04 22:17:00,992] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-04 22:17:11,068]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-06 21:50:47,300] Register - Step 01: Open Home Page
[INFO ] [2020-12-06 21:50:50,363] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-06 21:50:50,679] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-06 21:50:50,796] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-06 21:50:50,931] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-06 21:50:52,521] Register - Step 06: input email textbox with valuequyduong598@gmail.com
[INFO ] [2020-12-06 21:50:52,646] Register - Step 07: input company name textbox 
[INFO ] [2020-12-06 21:50:52,740] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-06 21:50:52,938] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-06 21:50:54,895] Register - Step 10: verify success display
[INFO ] [2020-12-06 21:50:55,018]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-06 21:50:55,019] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-06 21:50:57,548] Login - Step 01:Click to login page
[INFO ] [2020-12-06 21:50:58,574] Login - Step 02: Input email with valuequyduong598@gmail.com
[INFO ] [2020-12-06 21:50:58,730] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-06 21:50:58,876] Login - Step 04: Click to login button 
[INFO ] [2020-12-06 21:51:01,710] Login - Step 05: verify accout login link 
[INFO ] [2020-12-06 21:51:01,874]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-06 21:51:01,874] Login - Step 06: Verify logout link
[INFO ] [2020-12-06 21:51:02,007]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-06 21:51:02,008] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-06 21:51:12,048]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-06 21:51:12,050] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-06 21:51:22,095]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 20:18:47,516] Register - Step 01: Open Home Page
[INFO ] [2020-12-07 20:18:52,544] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-07 20:18:53,128] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-07 20:18:53,308] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-07 20:18:53,480] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-07 20:18:55,020] Register - Step 06: input email textbox with valuequyduong115@gmail.com
[INFO ] [2020-12-07 20:18:55,248] Register - Step 07: input company name textbox 
[INFO ] [2020-12-07 20:18:55,405] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-07 20:18:55,780] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-07 20:18:59,154] Register - Step 10: verify success display
[INFO ] [2020-12-07 20:18:59,466]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:18:59,467] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-07 20:19:05,555] Login - Step 01:Click to login page
[INFO ] [2020-12-07 20:19:07,078] Login - Step 02: Input email with valuequyduong115@gmail.com
[INFO ] [2020-12-07 20:19:07,441] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-07 20:19:07,842] Login - Step 04: Click to login button 
[INFO ] [2020-12-07 20:19:10,462] Login - Step 05: verify accout login link 
[INFO ] [2020-12-07 20:19:10,812]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:19:10,812] Login - Step 06: Verify logout link
[INFO ] [2020-12-07 20:19:11,025]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:19:11,026] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-07 20:19:21,113]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 20:19:21,116] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-07 20:19:31,203]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 20:30:50,482] Register - Step 01: Open Home Page
[INFO ] [2020-12-07 20:33:01,919] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-07 20:33:02,413] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-07 20:33:02,506] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-07 20:33:02,725] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-07 20:33:03,862] Register - Step 06: input email textbox with valuequyduong694@gmail.com
[INFO ] [2020-12-07 20:33:03,972] Register - Step 07: input company name textbox 
[INFO ] [2020-12-07 20:33:04,067] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-07 20:33:04,354] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-07 20:33:07,680] Register - Step 10: verify success display
[INFO ] [2020-12-07 20:33:07,844]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:33:07,844] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-07 20:33:10,643] Login - Step 01:Click to login page
[INFO ] [2020-12-07 20:33:15,344] Login - Step 02: Input email with valuequyduong694@gmail.com
[INFO ] [2020-12-07 20:33:15,513] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-07 20:33:15,708] Login - Step 04: Click to login button 
[INFO ] [2020-12-07 20:33:18,743] Login - Step 05: verify accout login link 
[INFO ] [2020-12-07 20:33:18,896]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:33:18,896] Login - Step 06: Verify logout link
[INFO ] [2020-12-07 20:33:19,008]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:33:19,009] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-07 20:33:29,054]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 20:33:29,056] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-07 20:33:39,147]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 20:41:04,944] Register - Step 01: Open Home Page
[INFO ] [2020-12-07 20:41:07,355] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-07 20:41:07,642] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-07 20:41:07,741] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-07 20:41:07,850] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-07 20:41:09,223] Register - Step 06: input email textbox with valuequyduong824@gmail.com
[INFO ] [2020-12-07 20:41:09,363] Register - Step 07: input company name textbox 
[INFO ] [2020-12-07 20:41:09,480] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-07 20:41:09,707] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-07 20:41:11,642] Register - Step 10: verify success display
[INFO ] [2020-12-07 20:41:11,739]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:41:11,739] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-07 20:41:14,586] Login - Step 01:Click to login page
[INFO ] [2020-12-07 20:41:16,297] Login - Step 02: Input email with valuequyduong824@gmail.com
[INFO ] [2020-12-07 20:41:16,442] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-07 20:41:16,586] Login - Step 04: Click to login button 
[INFO ] [2020-12-07 20:41:18,468] Login - Step 05: verify accout login link 
[INFO ] [2020-12-07 20:41:18,669]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:41:18,669] Login - Step 06: Verify logout link
[INFO ] [2020-12-07 20:41:18,782]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 20:41:18,782] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-07 20:41:28,833]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 20:41:28,835] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-07 20:41:38,887]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 21:11:19,501] Register - Step 01: Open Home Page
[INFO ] [2020-12-07 21:11:22,619] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-07 21:11:22,955] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-07 21:11:23,323] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-07 21:11:23,520] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-07 21:11:24,671] Register - Step 06: input email textbox with valuequyduong138@gmail.com
[INFO ] [2020-12-07 21:11:24,793] Register - Step 07: input company name textbox 
[INFO ] [2020-12-07 21:11:24,989] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-07 21:11:25,314] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-07 21:11:25,616] Register - Step 10: verify success display
[INFO ] [2020-12-07 21:11:27,824]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 21:11:27,825] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-07 21:11:30,297] Login - Step 01:Click to login page
[INFO ] [2020-12-07 21:11:31,302] Login - Step 02: Input email with valuequyduong138@gmail.com
[INFO ] [2020-12-07 21:11:31,445] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-07 21:11:31,584] Login - Step 04: Click to login button 
[INFO ] [2020-12-07 21:11:33,715] Login - Step 05: verify accout login link 
[INFO ] [2020-12-07 21:11:33,895]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 21:11:33,895] Login - Step 06: Verify logout link
[INFO ] [2020-12-07 21:11:33,995]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-07 21:11:33,996] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-07 21:11:44,080]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-07 21:11:44,081] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-07 21:11:54,138]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-08 20:25:10,267] Register - Step 01: Open Home Page
[INFO ] [2020-12-08 20:25:13,196] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-08 20:25:18,916] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-08 20:25:20,050] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-08 20:25:20,311] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-08 20:25:21,703] Register - Step 06: input email textbox with valuequyduong186@gmail.com
[INFO ] [2020-12-08 20:25:21,852] Register - Step 07: input company name textbox 
[INFO ] [2020-12-08 20:25:21,993] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-08 20:25:22,360] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-08 20:25:25,363] Register - Step 10: verify success display
[INFO ] [2020-12-08 20:25:25,649]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-08 20:25:25,650] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-08 20:25:27,400] Login - Step 01:Click to login page
[INFO ] [2020-12-08 20:25:28,581] Login - Step 02: Input email with valuequyduong186@gmail.com
[INFO ] [2020-12-08 20:25:28,819] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-08 20:25:29,001] Login - Step 04: Click to login button 
[INFO ] [2020-12-08 20:25:31,302] Login - Step 05: verify accout login link 
[INFO ] [2020-12-08 20:25:31,531]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-08 20:25:31,532] Login - Step 06: Verify logout link
[INFO ] [2020-12-08 20:25:31,679]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-08 20:25:31,680] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-08 20:25:41,843]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-08 20:25:41,845] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-08 20:25:51,908]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-08 21:56:31,833] Register - Step 01: Open Home Page
[INFO ] [2020-12-08 21:56:33,211] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-08 21:56:36,015] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-08 21:56:36,957] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-08 21:56:37,142] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-08 21:56:38,655] Register - Step 06: input email textbox with valuequyduong229@gmail.com
[INFO ] [2020-12-08 21:56:38,784] Register - Step 07: input company name textbox 
[INFO ] [2020-12-08 21:56:39,067] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-08 21:56:39,472] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-08 21:56:39,743] Register - Step 10: verify success display
[INFO ] [2020-12-08 21:56:42,481]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-08 21:56:42,481] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-08 21:56:44,511] Login - Step 01:Click to login page
[INFO ] [2020-12-08 21:56:46,174] Login - Step 02: Input email with valuequyduong229@gmail.com
[INFO ] [2020-12-08 21:56:46,323] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-08 21:56:46,484] Login - Step 04: Click to login button 
[INFO ] [2020-12-08 21:56:48,428] Login - Step 05: verify accout login link 
[INFO ] [2020-12-08 21:56:48,588]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-08 21:56:48,588] Login - Step 06: Verify logout link
[INFO ] [2020-12-08 21:56:48,688]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-08 21:56:48,689] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-08 21:56:58,749]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-08 21:56:58,751] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-08 21:57:08,798]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-09 20:51:20,867] Register - Step 01: Open Home Page
[INFO ] [2020-12-09 20:51:21,898] Register - Step 02: Click Gender Male radio button
[INFO ] [2020-12-09 20:51:24,055] Register - Step 03:Input to firstname Textbox with valueQuy
[INFO ] [2020-12-09 20:51:24,579] Register - Step 04:Input to lastname Textbox with valueDuong
[INFO ] [2020-12-09 20:51:24,725] Register - Step 05 select date/mon/year 
[INFO ] [2020-12-09 20:51:25,833] Register - Step 06: input email textbox with valuequyduong829@gmail.com
[INFO ] [2020-12-09 20:51:25,990] Register - Step 07: input company name textbox 
[INFO ] [2020-12-09 20:51:26,097] Register - Step 08: input password and confirm passoword with value :khongpass
[INFO ] [2020-12-09 20:51:26,369] Register - Step 09: Click to register button at page register
[INFO ] [2020-12-09 20:51:28,514] Register - Step 10: verify success display
[INFO ] [2020-12-09 20:51:28,689]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-09 20:51:28,689] Register - Step 11: Click to logout link an navigate to Home Page
[INFO ] [2020-12-09 20:51:33,073] Login - Step 01:Click to login page
[INFO ] [2020-12-09 20:51:34,124] Login - Step 02: Input email with valuequyduong829@gmail.com
[INFO ] [2020-12-09 20:51:34,273] Login - Step 03:Input password with value khongpass
[INFO ] [2020-12-09 20:51:34,454] Login - Step 04: Click to login button 
[INFO ] [2020-12-09 20:51:34,758] Login - Step 05: verify accout login link 
[INFO ] [2020-12-09 20:51:35,857]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-09 20:51:35,857] Login - Step 06: Verify logout link
[INFO ] [2020-12-09 20:51:36,151]  -------------------------- PASSED -------------------------- 
[INFO ] [2020-12-09 20:51:36,152] Login - Step 07: Verify register login undisplay link
[INFO ] [2020-12-09 20:51:46,229]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-09 20:51:46,231] Login - Step 08:Verify Login login undisplay link
[INFO ] [2020-12-09 20:51:56,285]  -------------------------- FAILED -------------------------- 
[INFO ] [2020-12-09 20:58:25,300] Register - Step 01: Open Home Page
[INFO ] [2020-12-09 20:58:26,712] Register - Step 02: Click Gender Male radio button
